summonerId1,summonerElo1,latence1,duration1,temps_exécution1,summonerId2,summonerElo2,latence2,duration2,temps_exécution2
41362,1743,54,0,1,145310,754,33,0,0
132364,1990,42,0,0,147470,1670,30,0,0
136765,987,67,0,0,148978,1293,75,0,0
137128,673,30,0,2,81245,1380,28,0,0
146779,2098,43,0,1,47984,1471,39,0,0
127871,2116,54,0,2,15198,541,99,0,0
92281,1102,83,0,3,68961,1020,19,0,0
118154,1501,29,0,5,119439,2253,61,0,0
106436,1560,70,0,1,54073,2077,27,0,0
123683,652,63,0,2,73279,1827,48,0,0
146568,862,42,0,1,120718,1867,62,0,0
116186,1173,20,0,3,78779,1455,29,0,0
150933,2086,34,0,0,8088,642,30,0,0
72940,887,25,0,5,50082,1442,63,0,0
98336,2093,108,0,1,88015,1257,29,0,0
133615,1733,47,0,0,105039,2548,42,0,0
135998,796,40,0,5,78422,1882,18,0,0
77725,1479,24,0,6,139248,983,20,0,0
60198,1852,48,0,1,102644,681,33,0,0
39320,832,37,0,20,99335,2241,35,0,0
147691,1201,50,0,2,54260,1195,21,0,0
69096,1121,38,0,49,69445,1332,105,0,0
70306,2226,23,0,0,12648,1206,42,0,0
84547,211,45,0,0,60138,852,48,0,0
145798,1538,52,0,1,83454,975,56,0,0
106105,1149,25,0,0,137583,695,96,0,0
150080,2161,35,0,11,79832,2570,30,0,0
134279,2296,51,0,0,133130,2537,39,0,0
149084,2569,27,0,0,8739,2166,35,0,0
103614,865,65,0,0,67436,581,48,0,0
9848,2194,48,0,0,96188,668,43,0,0
137614,1944,51,0,0,133822,805,25,0,0
146104,858,29,0,1,118155,1864,48,0,0
118250,1057,51,0,0,63470,1631,55,0,0
96759,1938,26,0,0,68049,702,38,0,0
151201,1427,58,0,1,11695,1447,40,0,0
90893,2182,66,0,1,131086,2163,26,0,0
